m,m.1,kPa,kg m-2s-1,Â°C,kW m-2
0.008,3.5,2999,1001,126.71,959
0.01,4.966,15690,2476,245.37,999
0.00585,4,13720,1499,57.42,886
0.00558,1.727,7490,4050,212.17,2460
0.00796,3,17650,2000,217.06,1226
0.0131,1.5,2746,432,37.25,2061
0.01,1,11760,743,104.96,2636
0.008,1.57,7850,4000,220.86,2585
0.01001,3,7000,471,262.43,619
0.01,1.5,3491,648,106.26,2044
0.0108,1,9810,1994.4,120.05,4442
0.0082,5.37,11760,1510,299.7,347
0.00811,2,3010,1505.1,133.52,2187
0.00781,3,9900,1984,147.12,1577
0.00803,4,17650,2008,260.24,829
0.0108,1,9810,1513.9,160.91,3216
0.0093,1.219,114,119.3,68.33,505
0.0082,5.34,19610,1010,342.82,215
0.00578,3,7840,1493,218.78,857
0.01,1,16000,952,120.64,2785
0.0102,4.877,6893,3905.3,275.7,1157.7
0.0128,0.91,6895,2739,228.97,3224
0.00798,6,3000,2503,134.49,982
0.00585,4,5880,1499,99.43,1014
0.00781,3,13830,1056,279.58,554
0.01,2,16000,1945,148.54,2430
0.00801,3,9810,1009,279.94,605
0.0134,3.658,18692,2027.1,335.04,898.6
0.0108,3,17650,995,259.2,705
0.00811,3,15990,1509,247.05,835
0.0108,3,14710,995,261.21,752
0.008,0.78,4900,2201,168.62,4170
0.00384,0.8,7850,4056,229.97,2834
0.00578,3,7840,3335,261.23,1092
0.0131,1.5,2873,571,41.68,2548
0.01,2,8000,1561,136.99,2348
0.00545,2.511,9520,6995,294.7,1829.1
0.00585,6,11760,5003,279.51,837
0.00578,3,13720,1493,118.71,965
0.008,0.243,500,4931,73.97,7580
0.0151,6,6860,517,219.9,559
0.0104,3.8,14710,3359,196.82,1860
0.01,2,2059,778,46.44,1760
0.00585,6,6860,5003,219.9,1045
0.0151,4.018,6453,2190,239.76,1393
0.008,2.44,9800,2190,219.26,1492
0.008,1.57,7850,3191,184.23,2818
0.00578,2,11760,3441,197.1,1895
0.01001,3,14000,2046,242.56,1175
0.00998,3,6963,275,103.67,507
0.00607,0.79,14700,2209,267.47,2113
0.00578,2,14710,3441,179.46,2260
0.00996,0.96,1942,175,37.72,1089
0.008,1,2990,3012,148.54,4260
0.0108,3,7850,1505.6,280,1031
0.00935,2.007,7140,2025,250.23,1890
0.00805,10.94,9800,1516,260.8,248
0.0108,1,15700,2738.9,300.75,2310
0.0082,5.34,13720,2015,239.79,651
0.01075,6,6860,1010,219.9,611
0.00993,3.12,1020,778,136.2,913
0.00585,6,6860,1499,159.37,580
0.008,1.57,9800,3185,178.58,2876
0.00922,3.658,6964,2834,227.15,1434.1
0.00578,3,11760,3314,117.09,1791
0.00803,6,13720,999,280.49,262
0.0104,3.8,17660,827.8,160.44,714
0.0078,6,9810,2025,272.94,430
0.00998,3,6963,588,114.83,1007
0.00581,1,5880,1499,140.32,2983
0.0141,1.524,11029,1627.2,283.67,1605.7
0.01001,3,18000,2249,338.23,799
0.00384,0.8,9800,4991,271.87,2543
0.01,2.5,2687,315,51.99,758
0.0102,4.877,6893,2779.8,89.48,1832.8
0.008,1.57,9800,1001,290.97,1040
0.01001,3,19610,1052,261.66,682
0.00935,2.007,7030,1012,277.07,1350
0.0104,3.8,11760,1940,294.81,709
0.00999,0.6,2903,500,67.93,3904
0.00607,0.79,7850,2209,231.91,2796
0.00801,3,9810,4000,246.66,1515
0.007,0.98,9829,3461,271.33,2576
0.01001,3,7000,1658,266.82,1130
0.0095,1.84,15169,1339.2,257.78,1110.56
0.01,1,2716,369,61.49,2014
0.01,2,12000,845,108.66,1559
0.0078,6,13730,1001,215.21,350
0.00803,3,9800,1460,278.89,732
0.0131,2.75,3491,911,55.69,2007
0.008,3,9810,500,219.14,564
0.00585,6,14710,3359,280.73,571
0.01075,4,15690,1010,58.09,1026
0.00795,1.65,17650,4522,290.36,2581
0.0078,1.65,9800,4587,255.72,2267
0.008,0.4,969,1515.1,26.05,5955.9
0.0131,3,3109,672,45.63,1471
0.0082,6,13720,1000,73.53,583
0.0113,1.829,13790,2051.6,276.51,1444.8
0.015,5.22,6790,671,236.09,722
0.008,1.57,17700,501,93.96,966
0.0108,2,17650,1001,301.11,719
0.00802,1.57,14710,2722,220.33,2350
0.0048,0.386,200,300,80.21,1174
0.00785,1,6670,1057,171.41,2770
0.00801,3,9810,1000,192.81,886
0.008,1.75,6979,5212,272.15,2245
0.00394,3.12,2138,522,51.66,419
0.0108,3,6860,1001,100.04,1566
0.01,4.966,17650,5345,338.47,1214
0.0151,6,17650,1539,301.67,619
0.01,2.5,2716,315,52.88,759
0.00998,1,7944,959,126.23,2891
0.0151,4.016,6463,1100,266.8,919
0.00585,4,19610,4951,157.21,2107
0.00585,4,5880,4972,98.24,2210
0.00601,1,7100,1760.7,85.54,3412
0.0078,6,9810,2005,244.55,520
0.01077,0.864,7030,675,278.6,2330
0.0141,0.991,12407,1619.1,243.86,2649.9
0.0108,3,11760,989,238.96,832
0.01,4.966,11760,1772,221.62,812
0.00785,1,6770,2010,200.74,3080
0.0131,1.75,1657,867,45.77,2462
0.00807,0.778,7840,1581,271.2,2460
0.0131,1.5,1991,821,42.67,2986
0.008,0.6,108,100,31.63,616
0.00801,3,13730,1000,320.91,460
0.0108,1,17650,2017,280.98,2219
0.008,1.57,7850,1001,275.19,1320
0.012,1.44,294,400,39,1485
0.0093,1.219,192,298.3,89.07,837
0.00799,3,9810,1001,204.95,843
0.00811,4,13970,4028.9,326.9,847
0.00581,1,15690,1499,219.28,1756
0.00925,3.05,6870,2011.1,250.66,1315
0.008,2.23,12750,1614,178.49,1409
0.011,6,9800,1582,299.79,401
0.0151,6,9800,1023,259.82,611
0.008,0.79,7850,995,124.7,2950
0.008,5.03,9800,1001,141.19,626
0.00801,1,6860,2000,145.16,3360
0.0126,2.74,6870,2655.6,247.34,1874
0.0082,5.34,11760,1010,270.44,322
0.0131,1.75,2089,796,41.26,2466
0.00996,0.96,2442,1712,122.06,4216
0.007,0.98,9829,2344,284.68,2251
0.00578,2,19610,1493,259.99,893
0.01075,4,13720,2801,300.45,837
0.00798,6,7010,2998.6,276.88,692
0.00803,6,6860,2004,109.07,1010
0.00782,1.65,9800,3436,286.88,1570
0.008,1,2971,991,208.19,2424
0.01075,6,11760,2773,260.33,801
0.00601,1,7100,2020.1,91.74,3655
0.008,1.57,7850,3239,229.97,2403
0.00921,3.66,6870,4000,254.98,1505
0.01,2,14000,1211,115.81,1786
0.01,1,3040,281,43.74,1564
0.01146,1.727,7170,2025,211.3,2650
0.0134,3.658,1725,2032.4,145.58,1842.9
0.00811,5,6990,4996.9,185.93,1812
0.01001,4.966,19610,2704,263.12,1094
0.006,1,308,199,25.52,599
0.01,4.966,12000,6272,225.27,2069
0.00801,3,9810,2000,177.53,1391
0.008,1.57,17700,974,272.8,878
0.01,2,1000,917,93.03,1511
0.01,2,15690,867,197.3,1107
0.00799,1,9810,2002,163.23,3240
0.00399,0.5,11760,4444,95.89,8113
0.01,2,14000,1685,118.43,2295
0.01,1.75,3011,791,105.92,1999
0.01,2,12000,1051,117.7,1759
0.00801,1,9810,2000,143.17,3270
0.0126,3.66,6870,1383.3,247.76,1150
0.00999,0.6,1844,869,83.21,4504
0.00801,1,6860,2000,135.07,3590
0.0108,3,19610,498,301.73,317
0.00545,2.511,9630,6460.1,282.25,1761.4
0.00803,3,6860,1005,255.28,843
0.00776,2.08,3423,457,98.82,943
0.0074,3.8,17650,2700,317.11,709
0.00585,4,15690,3318,219.28,1131
0.00811,3.66,16000,2504.2,246.28,1100
0.00801,1,9810,2000,77.85,4140
0.01,1,13720,796,190.14,1873
0.0105,1.8,13790,1356,301.5,946
0.01,2,14000,2405,129.58,2976
0.00775,1.008,10100,4000,222.09,3520
0.00585,4,5880,3328,99.91,1674
0.008,3.49,14710,999,305.27,394
0.00951,1.73,6870,4138.9,219.14,2580
0.00393,1.5,3040,1485,68.88,1833
0.00795,2,7840,2004,139.9,2302
0.01001,4.966,19610,643,345.78,176
0.00803,6,17650,1999,281.97,520
0.01001,4.966,19610,809,262.71,367
0.0128,0.914,10343,1356,217.99,2713
0.008,0.78,7850,1599,136.72,3683
0.00607,0.792,9800,4003,214.19,3761
0.0131,1.5,2403,298,29.34,1497
0.0104,3.8,19610,769,152.05,709
0.008,0.78,9800,4988,264.89,3318
0.00805,1,13720,2014,281.66,1721
0.008,1.57,9800,5006,220.14,3225
0.00578,3,9800,3335,37.4,2221
0.00796,1,13730,4000,282.7,2890
0.0151,4.017,4992,2240,246.18,1482
0.0078,7,17650,1008,117.13,447
0.00384,0.8,9800,3912,234.46,2699
0.00585,4,15690,3318,322.06,611
0.008,1.57,7850,1053,163.09,1901
0.0093,0.61,116,119.3,71.46,730
0.0082,5.34,19610,1500,332.84,339
0.00795,2,13720,1495,57.42,2058
0.0082,5.37,13720,1505,137.89,752
0.00622,0.91,10343,2698,149.87,3918
0.00805,10.94,13720,1508,197.8,322
0.00585,6,11760,5003,259.3,940
0.00578,3,14710,1493,179.46,790
0.008,1,14808,3451.1,292.24,2540.6
0.0082,5.34,19610,1010,302.85,296
0.00932,3.048,7067.1,957.5,260.18,886.478
0.01075,4,15690,2749,300.86,962
0.0082,5.34,17650,1010,260.24,361
0.00578,2,9800,5019,97.83,3605
0.01075,5,11760,2039,279.51,664
0.00394,1.04,2138,939,60.27,1771
0.0104,3.8,11790,608.3,170.17,710
0.00811,3.66,13990,506.7,236.04,361
0.00384,1.549,7840,3958,260.22,1580
0.008,0.78,7850,1594,148.91,3567
0.00787,3,14710,1000,300.05,486
0.00811,3.66,9980,1999.7,300.85,632
0.00581,1,17650,1499,218.17,1775
0.0108,3,5880,1996,260.68,1407
0.01,1,13720,478,100.6,1732
0.008,0.393,490,4732,67.46,7203
0.0048,1.8,9810,2805.6,232.41,1280
0.01075,6,5880,1010,260.28,548
0.0078,7,17650,2772,261.28,677
0.012,1.2,294,300,60,1320
0.00811,4,14020,2532.2,326.91,517
0.00803,3,13720,2041,300.99,690
0.01,1.75,971,776,85.51,1515
0.00578,2,9800,3176,280.43,1280
0.008,0.243,480,4011,72.16,8439
0.0131,1.75,3305,986,51.67,2979
0.0131,3,1363,877,45.66,1496
0.00801,3,13730,2000,149.97,1400
0.00811,2,3010,1998.5,133.28,2583
0.00785,1,7100,456.8,59.68,1956
0.00796,1,6860,4000,83.1,6660
0.0104,3.8,14710,2211.1,299.5,744
0.00811,3,5010,1254.8,253.59,984
0.008,1,904,99,70.62,435
0.00622,0.91,10343,2685,207.13,3309
0.0134,3.658,15642,2044.2,276.77,1084.6
0.0131,1.75,2932,711,45.57,2422
0.011,6,12750,2190,310.68,447
0.00801,1.002,9810,502,63.7,1870
0.00585,5,9800,5003,178.58,1395
0.0108,3,11760,1514,217.43,1166
0.01075,4,9800,2030,298.91,710
0.0108,3,19620,1000,320.74,484
0.00776,3.12,785,744,127.58,577
0.00782,3,9900,4000,224.36,1696
0.00776,2.08,1314,640,119.58,1000
0.0101,0.6,216,246,42.01,1414
0.008,1,6860,2013,149.13,3340
0.00781,3,13630,1027,126.67,958
0.00811,2,10010,1250.9,300.91,878
0.00578,2,13720,3441,36.94,3384
0.00811,3,13970,3018.6,326.9,739
0.01,2,12000,406,103.18,949
0.01,2,8000,5025,223.95,2753
0.00578,2,17650,3441,97.06,3198
0.00998,1.5,6963,275,91.76,1036
0.00771,6,13930,1982,256.11,520
0.0108,2,17650,1001,280.98,817
0.00778,6,7160,3979,95.09,1680
0.00393,1.5,3040,1748,86.78,2076
0.0104,3.8,19620,2219.4,268.19,1100
0.0108,2,17650,1083,280.39,864
0.008,0.79,4900,983,195,3126
0.0141,0.991,11029,2034,245.97,2889.6
0.0078,7,17650,1502,322.14,256
0.01,2,11760,397,98.04,930
0.00807,0.778,7840,2205,123.88,4600
0.008,1.57,12750,2195,249.92,1636
0.0108,1,6860,1993,241.16,2936
0.00951,1.73,6870,2130.6,174.71,2618
0.01,2,18000,721,150.68,1062
0.008,0.393,1510,4810,78.04,8670
0.0108,1,6860,1523,119.03,3721
0.0113,1.829,10363,682.1,252.05,1072.6
0.00811,3.66,16000,1002.9,247.77,538
0.0131,2,1285,756,44.2,2034
0.00393,1.5,7100,3580,66.87,3120
0.0108,2,5880,1495,199.35,2221
0.00785,1,9710,2004,188.65,2900
0.008,0.393,2620,4682,107.72,8687
0.00578,2,11760,3441,238.96,1559
0.00607,0.79,14700,7462,290.87,4525
0.008,0.78,2940,3260,212.21,4238
0.00585,5,19610,3359,301.73,694
0.00578,2,7840,1493,198.59,1354
0.0102,2.438,6893,2779.8,127.46,2807.6
0.008,0.393,1520,4870,105.73,7586
0.008,5.03,14700,2709,240.71,886
0.00578,3,11760,3314,279.51,914
0.0134,3.658,8673,2035.8,233.77,1467.9
0.01075,6,5880,499,200.91,411
0.01,2.5,2383,478,85.55,1039
0.00932,3.048,18029.8,4242.3,298.45,1898.424
0.006,1,405,99,59.78,318
0.0078,6,9810,4008,264.77,970
0.01,4.966,14000,3717,235.26,1392
0.00578,2,14710,1493,117.56,1354
0.011,6,12750,980,188.79,532
0.0051,2.6,11790,4000,255.22,1175
0.015,5.22,6750,674,238.83,719
0.01,2,13720,835,107.05,1465
0.01,2,19610,619,108.63,912
0.00996,0.96,1785,1095,112.13,3526
0.00585,4,7840,4972,97.76,2181
0.008,1,6860,503,138.13,1990
0.008,1.57,14700,3978,311.31,1773
0.00801,3,9810,500,160.22,616
0.00776,2.08,1687,531,115.32,967
0.0108,3,15690,995,280.71,675
0.008,1.57,7850,3239,250.07,2153
0.008,2,17700,4979,341.92,1755
0.0131,2,1765,433,34.73,1463
0.00999,0.6,2540,416,54.39,3448
0.00795,2,13720,2004,197.86,1721
0.00394,3.12,2687,846,57.74,645
0.0074,3.8,9800,5529,293.89,1174
0.0095,1.84,15169,4117.5,286.11,2284.22
0.00607,0.79,7850,2199,285.09,2206
0.01,1,12000,462,101.99,1887
0.0077,2.6,14710,1426,275.6,755
0.008,1.6,14700,3202,301.07,1556
0.00998,3,6963,1892,132.78,2019
0.00581,1,14710,1499,218.78,1718
0.008,0.78,14700,1597,321.25,1257
0.00475,0.318,13720,4264,302.96,4005
0.012,1.44,294,500,60,1650
0.0131,2,1138,776,41.72,2024
0.006,0.68,101.3,140.7,27.8,591
0.01,1,667,538,69.28,1980
0.00951,1.73,6870,4055.6,214.97,2710
0.0128,1.93,6895,1925.5,73.96,3375.4
0.00585,5,6860,1499,260.16,497
0.00781,3,9810,1033,218.26,845
0.00953,3.048,6964,5491.8,234.45,2063.1
0.01,1,15690,917,120.39,2699
0.00993,2.08,726,620,83.07,1093
0.0108,3,6860,1001,140.24,1435
0.008,0.99,6860,1007,220.99,2160
0.00799,1,9810,1001,143.17,2470
0.0131,3,1275,879,44.78,1488
0.00802,1.57,7840,1612,265.05,1600
0.004,0.991,100,271.8,21.08,568
0.0082,5.34,11760,2299,298.8,490
0.00798,6,16010,1504.8,247,467
0.01,2,12000,1575,123.87,2176
0.00795,2,9800,2004,158.26,1965
0.0151,6,14710,1418,239.72,703
0.01,2,3040,1100,39.43,2516
0.00393,1.5,5100,3287.6,70.4,3145
0.011,6,9800,988,249.71,472
0.01,4.966,10000,2638,215.43,1164
0.01,2,10000,3325,220.06,2408
0.00803,3,11760,2014,281.64,839
0.008,3.5,4005,4035,176.87,1966
0.01,2,9800,973,113.55,1782
0.008,2.23,17700,1620,260.27,1062
0.008,3.49,14710,2004,256.02,845
0.0128,0.914,10343,1912,276.49,2217.7
0.0104,3.8,9810,894.4,218.26,756
0.01,1,12000,1411,132.86,3325
0.01001,3,11760,2623,225.56,1444
0.0126,4.877,6645,1322.2,241.94,933.1
0.00607,0.79,14700,2708,214.26,3200
0.00811,1,7010,1002.3,275.72,2119
0.00801,3,13730,501,192.73,474
0.00585,6,13720,3380,178.46,848
0.0082,5.34,19610,1500,198.14,668
0.00585,4,19610,1499,176.56,673
0.00785,1,3040,1097,56.91,3678
0.00805,1,13720,1507,260.19,1732
0.01,0.35,2080,1909.9,43.5,7330
0.00811,2,14010,1003.6,325.8,581
0.00998,1.5,6963,2582,146.16,3488
0.008,1.57,14700,4973,312.16,2127
0.008,1.6,14700,3191,224.43,2577
0.0128,1.93,6895,2766.2,227.89,2407
0.00801,3,9810,3987,283,1334
0.008,1.57,7850,1601,154.97,2340
0.0108,2,13720,1511,178.92,1756
0.00581,1,17650,5030,260.24,4025
0.0104,3.8,19610,2283,342.82,709
0.00999,0.6,1775,1149,96.18,4876
0.00782,0.25,6860,1504,99.09,7937
0.008,3.5,3008,3023,142.14,1734
0.008,0.393,1930,4795,121.01,7650
0.00785,3,17650,1120,217.06,733
0.00578,2,13720,1493,117.76,1386
0.0104,3.8,17650,1286,238.79,744
0.00796,1,9810,4000,177.53,4720
0.0108,3,14710,995,280.73,669
0.008,1.57,7850,1001,163.09,1849
0.008,1.75,9971,6380,274.14,2411
0.008,1.57,4900,4005,199.93,3220
0.008,1,13730,1997,139.87,3590
0.01075,5,9800,1010,298.91,433
0.01,4.966,18000,3119,336.66,730
0.00811,3,4980,1500.7,163.55,1456
0.0082,6,9800,2757,303.79,517
0.0082,5.37,14710,1500,300.05,409
0.00581,1,14710,3353,198.86,3635
0.00811,3,12000,1254.4,314.27,484
0.01075,6,11760,995,259.3,387
0.00578,3,7840,1493,280.09,696
0.008,1.57,7850,1537,285.09,1437
0.01075,6,19610,992,301.17,318
0.00578,3,14710,5029,260.17,1660
0.00578,3,15690,4997,260.3,1782
0.00581,1,5880,3353,159.44,3712
0.01,1.5,1961,1244,129.86,2528
0.00999,0.6,883,709,75.55,3903
0.008,1.57,4900,1595,130.43,2840
0.01,2,11760,4100,229.69,2797
0.00585,4,6860,3328,180.08,1300
0.008,0.99,6860,1012,164.23,2500
0.01,1,2932,952,124.16,3479
0.006,1,204,198,38.72,551
0.0082,5.34,15690,1999,331.28,361
0.008,5.03,14700,3207,263.39,910
0.008,2.54,17700,1606,237.74,1026
0.00781,3,9610,4015,257.71,1505
0.0104,3.8,17650,3359,276.8,1465
0.0112,3.66,10446,6495,265.67,2050
0.00805,15,17650,1986,322.1,180
0.00782,0.25,11760,1990,178.65,6422
0.0101,0.6,314,141,39.83,1187
0.0108,3,11760,1996,319.48,746
0.00581,1,13720,1499,219.33,1711
0.00781,3,17550,1984,259.36,1039
0.0151,6,17650,519,198.62,427
0.006,0.68,101.3,74.2,28.5,357
0.008,1.6,14700,3994,270.51,2420
0.008,1.75,10085,5186,234.83,2882
0.0108,3,7850,1994.4,259.51,1350
0.01,1,16000,792,194.61,1686
0.008,2.51,2940,996,191.99,1139
0.00578,3,15690,1493,138.63,893
0.00805,10.94,17650,2036,302.2,291
0.00796,3,13730,2000,119.76,1573
0.0104,3.8,19610,3303,249.64,1721
0.00811,3.66,18030,1517.2,256.96,716
0.00932,3.048,7274,4124.3,249.14,1853.659
0.00803,4,11760,1992,319.48,430
0.0082,5.34,19610,1500,117.7,846
0.01001,3,9800,1162,207.76,1085
0.00578,3,7840,5029,240.96,1861
0.0152,2.456,5070,1510,198.46,2106
0.0128,1.93,5270,1356,205.02,2362
0.00801,3,17650,4060,299.63,1623
0.01,2,2667,1887,155.93,2498
0.00601,1,1128,540,59.25,1721
0.00811,3,2990,3002.8,223.83,1453
0.00607,0.79,9800,2708,143.07,4134
0.0068,1.2,7850,3916.7,275,2186
0.01,1,1804,279,55.76,1519
0.0106,0.76,6902,1451,111.96,4543
0.008,1.57,7850,1606,275.19,1540
0.00801,3,13730,2000,208.07,1122
0.01075,6,9800,1528,158.26,840
0.006,0.3,101.3,143.2,13,1336
0.00799,1,6860,2002,184.64,3150
0.00795,2,11760,2004,56.56,2640
0.0131,1.75,3334,332,32.33,1459
0.0108,1,14710,1520,239.29,2136
0.01,1,14000,2107,199.19,3392
0.008,3,17550,2000,336.13,653
0.00578,3,15690,5029,157.89,2605
0.00811,3.66,3010,1009.6,223.78,735
0.00799,1,13730,1012,287.7,1300
0.0134,3.658,15594,2043.4,320.28,832.4
0.00607,0.792,9800,2659,289.86,2010
0.01001,3,13720,5274,240.86,2720
0.0077,2.1,13720,1522,271.98,930
0.01,4.966,15690,2897,326.93,674
0.00805,10.94,9800,1516,218.1,295
0.00996,0.96,912,183,40.41,1057
0.00578,3,5880,4997,159.44,2326
0.007,0.98,6992,2469,278.04,2503
0.011,6,9800,2296,269.88,715
0.008,3.49,9810,2004,244.55,998
0.008,1.57,12750,4000,291.59,1851
0.0141,1.524,11029,2028.6,297.58,1504.7
0.00799,1,13730,2008,214.32,2740
0.01,2.25,941,528,72.66,1036
0.00803,6,13720,1997,325.62,295
0.007,0.56,6941,2411,261.21,3510
0.0129,0.96,1491,411,83.6,2432
0.00785,1,17550,1987,287.21,1900
0.008,1.57,9800,996,207.09,1480
0.008,0.78,7850,3912,242.12,3328
0.0131,2.75,1549,1157,53.3,2030
0.01,2,16000,2045,150.42,2500
0.00801,3,13730,2000,83.46,1714
0.01001,4.966,19610,774,346.7,200
0.00781,3,9810,2036,280.9,822
0.0129,0.96,2560,1022,143.09,3934
0.00795,2,13720,985,260.19,825
0.00778,6,17360,1059,80.99,580
0.0141,1.524,11097,1620.4,273.93,1779.2
0.01,4.966,10000,4277,292.59,1150
0.01,2.5,3011,459,86.42,1028
0.00581,1,13720,1499,76.41,2721
0.01,2,18000,776,140.79,1183
0.00803,3,11760,1015,259.3,628
0.008,1.6,14700,3978,330.83,1439
0.0134,3.658,8660,2034.8,255.08,1351.9
0.01,4.966,16000,4108,325.23,987
0.00999,0.6,1422,458,55.19,3445
0.0151,3.178,6463,2230,233.27,1619
0.008,3.49,14710,999,131.8,778
0.01105,1,9800,962,281.01,1765
0.008,1.765,108,100,62.24,230
0.01,1.25,3344,984,125.02,2982
0.01,2,8000,580,186.31,1208
0.01,1.5,2609,1099,128.72,2516
0.0134,3.658,17278,2040,306.95,1002.3
0.00932,3.048,11135.1,1033.4,258.42,698.59
0.01001,3,13720,791,311.5,479
0.01,4.966,13720,4605,237.21,1670
0.0082,5.34,9800,1010,199.93,534
0.01,2,14000,1825,124.84,2420
0.01,1,15690,365,94.37,1504
0.00585,6,17660,3305.6,220.04,802
0.00607,0.79,12750,2708,209.1,3206
