d,l,m,p,t,c
0.0108,1.0,1000.0,13730.0,279.98,1420.0
0.01001,3.0,3056.0,7000.0,265.83,1510.0
0.0134,3.658,2042.7,17947.0,349.18,687.3
0.0131,2.5,352.0,1471.0,31.76,1013.0
0.0128,1.93,3769.7,6895.0,271.84,1996.9
0.008,1.6,3994.0,14700.0,321.25,1586.0
0.01,1.25,101.0,2883.0,38.06,506.0
0.00601,1.0,2642.0,1128.0,75.97,4378.0
0.00807,0.778,2200.0,7840.0,223.8,3130.0
0.00811,3.66,1514.8,14000.0,236.12,743.0
0.00585,4.0,3328.0,19610.0,322.51,745.0
0.00781,3.0,1010.0,17650.0,143.44,850.0
0.008,1.97,1573.0,4900.0,227.37,1730.0
0.00798,6.0,3036.2,14010.0,326.25,439.0
0.00932,3.048,4125.7,7067.1,245.74,1862.486
0.01,4.966,1465.0,17650.0,252.48,610.0
0.00803,3.0,2041.0,15690.0,321.57,626.0
0.00581,1.0,1499.0,14710.0,301.14,1104.0
0.00799,1.0,996.0,6860.0,174.36,2710.0
0.00801,1.0,1000.0,17650.0,119.27,2050.0
0.00778,6.0,2013.0,17650.0,270.54,530.0
0.0082,6.0,1000.0,13720.0,201.02,402.0
0.006,0.3,25.8,101.3,10.6,280.0
0.008,3.49,2004.0,12750.0,188.79,1076.0
0.00811,2.0,502.2,16000.0,327.71,364.0
0.00601,1.0,2501.0,1128.0,71.44,4174.0
0.008,0.99,2008.0,13730.0,106.66,3950.0
0.00998,1.5,286.0,7944.0,94.41,1038.0
0.012,1.0,100.0,915.0,87.14,589.0
0.00607,1.0,571.0,3040.0,48.77,1947.0
0.01,1.0,159.0,3109.0,31.24,995.0
0.00607,0.79,3208.0,9800.0,209.98,3332.0
0.00622,0.91,3783.0,6895.0,160.25,4606.0
0.00585,4.0,4982.0,14710.0,218.78,1578.0
0.00801,3.0,4000.0,13730.0,241.8,1809.0
0.01001,3.0,1543.0,16000.0,326.01,562.0
0.008,1.0,979.0,17650.0,256.27,1300.0
0.00811,5.0,4003.0,17980.0,256.71,1356.0
0.008,1.57,2195.0,9800.0,132.95,2732.0
0.01,2.0,1380.0,14000.0,112.48,1987.0
0.0093,1.219,92.2,114.0,68.57,376.0
0.00803,6.0,1999.0,13730.0,47.16,1040.0
0.00811,2.0,2995.2,7010.0,185.93,2532.0
0.01001,3.0,395.0,10000.0,213.0,571.0
0.00778,6.0,3973.0,13730.0,317.87,650.0
0.00803,6.0,1986.0,15690.0,313.6,383.0
0.01,2.0,1910.0,2059.0,43.09,3273.0
0.00803,3.0,1993.0,17550.0,74.93,1933.0
0.008,1.0,1791.3,14727.0,304.23,1444.9
0.0108,1.0,1007.0,6860.0,220.99,2653.0
0.00801,3.0,4000.0,9810.0,272.94,1325.0
0.00558,0.432,2052.0,7140.0,207.42,4450.0
0.00993,3.12,291.0,588.0,90.6,495.0
0.01,2.0,556.0,17650.0,104.0,974.0
0.0129,0.96,539.0,1785.0,97.66,2844.0
0.0082,5.37,2268.0,13720.0,310.99,473.0
0.00811,2.0,2013.5,5010.0,164.21,2453.0
0.00607,0.79,2209.0,7850.0,242.12,2676.0
0.00999,0.6,251.0,941.0,41.81,1979.0
0.00799,1.0,2002.0,9810.0,284.9,1800.0
0.01001,3.0,1310.0,11760.0,303.76,653.0
0.01,2.0,948.0,7000.0,133.23,1888.0
0.006,0.8,202.0,827.0,28.67,837.0
0.00799,3.0,1001.0,6860.0,245.15,883.0
0.01,2.0,475.0,10000.0,107.02,1121.0
0.008,3.5,1001.0,2999.0,126.71,959.0
0.01,4.966,2476.0,15690.0,245.37,999.0
0.00585,4.0,1499.0,13720.0,57.42,886.0
0.00558,1.727,4050.0,7490.0,212.17,2460.0
0.00796,3.0,2000.0,17650.0,217.06,1226.0
0.0131,1.5,432.0,2746.0,37.25,2061.0
0.01,1.0,743.0,11760.0,104.96,2636.0
0.008,1.57,4000.0,7850.0,220.86,2585.0
0.01001,3.0,471.0,7000.0,262.43,619.0
0.01,1.5,648.0,3491.0,106.26,2044.0
0.0108,1.0,1994.4,9810.0,120.05,4442.0
0.0082,5.37,1510.0,11760.0,299.7,347.0
0.00811,2.0,1505.1,3010.0,133.52,2187.0
0.00781,3.0,1984.0,9900.0,147.12,1577.0
0.00803,4.0,2008.0,17650.0,260.24,829.0
0.0108,1.0,1513.9,9810.0,160.91,3216.0
0.0093,1.219,119.3,114.0,68.33,505.0
0.0082,5.34,1010.0,19610.0,342.82,215.0
0.00578,3.0,1493.0,7840.0,218.78,857.0
0.01,1.0,952.0,16000.0,120.64,2785.0
0.0102,4.877,3905.3,6893.0,275.7,1157.7
0.0128,0.91,2739.0,6895.0,228.97,3224.0
0.00798,6.0,2503.0,3000.0,134.49,982.0
0.00585,4.0,1499.0,5880.0,99.43,1014.0
0.00781,3.0,1056.0,13830.0,279.58,554.0
0.01,2.0,1945.0,16000.0,148.54,2430.0
0.00801,3.0,1009.0,9810.0,279.94,605.0
0.0134,3.658,2027.1,18692.0,335.04,898.6
0.0108,3.0,995.0,17650.0,259.2,705.0
0.00811,3.0,1509.0,15990.0,247.05,835.0
0.0108,3.0,995.0,14710.0,261.21,752.0
0.008,0.78,2201.0,4900.0,168.62,4170.0
0.00384,0.8,4056.0,7850.0,229.97,2834.0
0.00578,3.0,3335.0,7840.0,261.23,1092.0
0.0131,1.5,571.0,2873.0,41.68,2548.0
0.01,2.0,1561.0,8000.0,136.99,2348.0
0.00545,2.511,6995.0,9520.0,294.7,1829.1
0.00585,6.0,5003.0,11760.0,279.51,837.0
0.00578,3.0,1493.0,13720.0,118.71,965.0
0.008,0.243,4931.0,500.0,73.97,7580.0
0.0151,6.0,517.0,6860.0,219.9,559.0
0.0104,3.8,3359.0,14710.0,196.82,1860.0
0.01,2.0,778.0,2059.0,46.44,1760.0
0.00585,6.0,5003.0,6860.0,219.9,1045.0
0.0151,4.018,2190.0,6453.0,239.76,1393.0
0.008,2.44,2190.0,9800.0,219.26,1492.0
0.008,1.57,3191.0,7850.0,184.23,2818.0
0.00578,2.0,3441.0,11760.0,197.1,1895.0
0.01001,3.0,2046.0,14000.0,242.56,1175.0
0.00998,3.0,275.0,6963.0,103.67,507.0
0.00607,0.79,2209.0,14700.0,267.47,2113.0
0.00578,2.0,3441.0,14710.0,179.46,2260.0
0.00996,0.96,175.0,1942.0,37.72,1089.0
0.008,1.0,3012.0,2990.0,148.54,4260.0
0.0108,3.0,1505.6,7850.0,280.0,1031.0
0.00935,2.007,2025.0,7140.0,250.23,1890.0
0.00805,10.94,1516.0,9800.0,260.8,248.0
0.0108,1.0,2738.9,15700.0,300.75,2310.0
0.0082,5.34,2015.0,13720.0,239.79,651.0
0.01075,6.0,1010.0,6860.0,219.9,611.0
0.00993,3.12,778.0,1020.0,136.2,913.0
0.00585,6.0,1499.0,6860.0,159.37,580.0
0.008,1.57,3185.0,9800.0,178.58,2876.0
0.00922,3.658,2834.0,6964.0,227.15,1434.1
0.00578,3.0,3314.0,11760.0,117.09,1791.0
0.00803,6.0,999.0,13720.0,280.49,262.0
0.0104,3.8,827.8,17660.0,160.44,714.0
0.0078,6.0,2025.0,9810.0,272.94,430.0
0.00998,3.0,588.0,6963.0,114.83,1007.0
0.00581,1.0,1499.0,5880.0,140.32,2983.0
0.0141,1.524,1627.2,11029.0,283.67,1605.7
0.01001,3.0,2249.0,18000.0,338.23,799.0
0.00384,0.8,4991.0,9800.0,271.87,2543.0
0.01,2.5,315.0,2687.0,51.99,758.0
0.0102,4.877,2779.8,6893.0,89.48,1832.8
0.008,1.57,1001.0,9800.0,290.97,1040.0
0.01001,3.0,1052.0,19610.0,261.66,682.0
0.00935,2.007,1012.0,7030.0,277.07,1350.0
0.0104,3.8,1940.0,11760.0,294.81,709.0
0.00999,0.6,500.0,2903.0,67.93,3904.0
0.00607,0.79,2209.0,7850.0,231.91,2796.0
0.00801,3.0,4000.0,9810.0,246.66,1515.0
0.007,0.98,3461.0,9829.0,271.33,2576.0
0.01001,3.0,1658.0,7000.0,266.82,1130.0
0.0095,1.84,1339.2,15169.0,257.78,1110.56
0.01,1.0,369.0,2716.0,61.49,2014.0
0.01,2.0,845.0,12000.0,108.66,1559.0
0.0078,6.0,1001.0,13730.0,215.21,350.0
0.00803,3.0,1460.0,9800.0,278.89,732.0
0.0131,2.75,911.0,3491.0,55.69,2007.0
0.008,3.0,500.0,9810.0,219.14,564.0
0.00585,6.0,3359.0,14710.0,280.73,571.0
0.01075,4.0,1010.0,15690.0,58.09,1026.0
0.00795,1.65,4522.0,17650.0,290.36,2581.0
0.0078,1.65,4587.0,9800.0,255.72,2267.0
0.008,0.4,1515.1,969.0,26.05,5955.9
0.0131,3.0,672.0,3109.0,45.63,1471.0
0.0082,6.0,1000.0,13720.0,73.53,583.0
0.0113,1.829,2051.6,13790.0,276.51,1444.8
0.015,5.22,671.0,6790.0,236.09,722.0
0.008,1.57,501.0,17700.0,93.96,966.0
0.0108,2.0,1001.0,17650.0,301.11,719.0
0.00802,1.57,2722.0,14710.0,220.33,2350.0
0.0048,0.386,300.0,200.0,80.21,1174.0
0.00785,1.0,1057.0,6670.0,171.41,2770.0
0.00801,3.0,1000.0,9810.0,192.81,886.0
0.008,1.75,5212.0,6979.0,272.15,2245.0
0.00394,3.12,522.0,2138.0,51.66,419.0
0.0108,3.0,1001.0,6860.0,100.04,1566.0
0.01,4.966,5345.0,17650.0,338.47,1214.0
0.0151,6.0,1539.0,17650.0,301.67,619.0
0.01,2.5,315.0,2716.0,52.88,759.0
0.00998,1.0,959.0,7944.0,126.23,2891.0
0.0151,4.016,1100.0,6463.0,266.8,919.0
0.00585,4.0,4951.0,19610.0,157.21,2107.0
0.00585,4.0,4972.0,5880.0,98.24,2210.0
0.00601,1.0,1760.7,7100.0,85.54,3412.0
0.0078,6.0,2005.0,9810.0,244.55,520.0
0.01077,0.864,675.0,7030.0,278.6,2330.0
0.0141,0.991,1619.1,12407.0,243.86,2649.9
0.0108,3.0,989.0,11760.0,238.96,832.0
0.01,4.966,1772.0,11760.0,221.62,812.0
0.00785,1.0,2010.0,6770.0,200.74,3080.0
0.0131,1.75,867.0,1657.0,45.77,2462.0
0.00807,0.778,1581.0,7840.0,271.2,2460.0
0.0131,1.5,821.0,1991.0,42.67,2986.0
0.008,0.6,100.0,108.0,31.63,616.0
0.00801,3.0,1000.0,13730.0,320.91,460.0
0.0108,1.0,2017.0,17650.0,280.98,2219.0
0.008,1.57,1001.0,7850.0,275.19,1320.0
0.012,1.44,400.0,294.0,39.0,1485.0
0.0093,1.219,298.3,192.0,89.07,837.0
0.00799,3.0,1001.0,9810.0,204.95,843.0
0.00811,4.0,4028.9,13970.0,326.9,847.0
0.00581,1.0,1499.0,15690.0,219.28,1756.0
0.00925,3.05,2011.1,6870.0,250.66,1315.0
0.008,2.23,1614.0,12750.0,178.49,1409.0
0.011,6.0,1582.0,9800.0,299.79,401.0
0.0151,6.0,1023.0,9800.0,259.82,611.0
0.008,0.79,995.0,7850.0,124.7,2950.0
0.008,5.03,1001.0,9800.0,141.19,626.0
0.00801,1.0,2000.0,6860.0,145.16,3360.0
0.0126,2.74,2655.6,6870.0,247.34,1874.0
0.0082,5.34,1010.0,11760.0,270.44,322.0
0.0131,1.75,796.0,2089.0,41.26,2466.0
0.00996,0.96,1712.0,2442.0,122.06,4216.0
0.007,0.98,2344.0,9829.0,284.68,2251.0
0.00578,2.0,1493.0,19610.0,259.99,893.0
0.01075,4.0,2801.0,13720.0,300.45,837.0
0.00798,6.0,2998.6,7010.0,276.88,692.0
0.00803,6.0,2004.0,6860.0,109.07,1010.0
0.00782,1.65,3436.0,9800.0,286.88,1570.0
0.008,1.0,991.0,2971.0,208.19,2424.0
0.01075,6.0,2773.0,11760.0,260.33,801.0
0.00601,1.0,2020.1,7100.0,91.74,3655.0
0.008,1.57,3239.0,7850.0,229.97,2403.0
0.00921,3.66,4000.0,6870.0,254.98,1505.0
0.01,2.0,1211.0,14000.0,115.81,1786.0
0.01,1.0,281.0,3040.0,43.74,1564.0
0.01146,1.727,2025.0,7170.0,211.3,2650.0
0.0134,3.658,2032.4,1725.0,145.58,1842.9
0.00811,5.0,4996.9,6990.0,185.93,1812.0
0.01001,4.966,2704.0,19610.0,263.12,1094.0
0.006,1.0,199.0,308.0,25.52,599.0
0.01,4.966,6272.0,12000.0,225.27,2069.0
0.00801,3.0,2000.0,9810.0,177.53,1391.0
0.008,1.57,974.0,17700.0,272.8,878.0
0.01,2.0,917.0,1000.0,93.03,1511.0
0.01,2.0,867.0,15690.0,197.3,1107.0
0.00799,1.0,2002.0,9810.0,163.23,3240.0
0.00399,0.5,4444.0,11760.0,95.89,8113.0
0.01,2.0,1685.0,14000.0,118.43,2295.0
0.01,1.75,791.0,3011.0,105.92,1999.0
0.01,2.0,1051.0,12000.0,117.7,1759.0
0.00801,1.0,2000.0,9810.0,143.17,3270.0
0.0126,3.66,1383.3,6870.0,247.76,1150.0
0.00999,0.6,869.0,1844.0,83.21,4504.0
0.00801,1.0,2000.0,6860.0,135.07,3590.0
0.0108,3.0,498.0,19610.0,301.73,317.0
0.00545,2.511,6460.1,9630.0,282.25,1761.4
0.00803,3.0,1005.0,6860.0,255.28,843.0
0.00776,2.08,457.0,3423.0,98.82,943.0
0.0074,3.8,2700.0,17650.0,317.11,709.0
0.00585,4.0,3318.0,15690.0,219.28,1131.0
0.00811,3.66,2504.2,16000.0,246.28,1100.0
0.00801,1.0,2000.0,9810.0,77.85,4140.0
0.01,1.0,796.0,13720.0,190.14,1873.0
0.0105,1.8,1356.0,13790.0,301.5,946.0
0.01,2.0,2405.0,14000.0,129.58,2976.0
0.00775,1.008,4000.0,10100.0,222.09,3520.0
0.00585,4.0,3328.0,5880.0,99.91,1674.0
0.008,3.49,999.0,14710.0,305.27,394.0
0.00951,1.73,4138.9,6870.0,219.14,2580.0
0.00393,1.5,1485.0,3040.0,68.88,1833.0
0.00795,2.0,2004.0,7840.0,139.9,2302.0
0.01001,4.966,643.0,19610.0,345.78,176.0
0.00803,6.0,1999.0,17650.0,281.97,520.0
0.01001,4.966,809.0,19610.0,262.71,367.0
0.0128,0.914,1356.0,10343.0,217.99,2713.0
0.008,0.78,1599.0,7850.0,136.72,3683.0
0.00607,0.792,4003.0,9800.0,214.19,3761.0
0.0131,1.5,298.0,2403.0,29.34,1497.0
0.0104,3.8,769.0,19610.0,152.05,709.0
0.008,0.78,4988.0,9800.0,264.89,3318.0
0.00805,1.0,2014.0,13720.0,281.66,1721.0
0.008,1.57,5006.0,9800.0,220.14,3225.0
0.00578,3.0,3335.0,9800.0,37.4,2221.0
0.00796,1.0,4000.0,13730.0,282.7,2890.0
0.0151,4.017,2240.0,4992.0,246.18,1482.0
0.0078,7.0,1008.0,17650.0,117.13,447.0
0.00384,0.8,3912.0,9800.0,234.46,2699.0
0.00585,4.0,3318.0,15690.0,322.06,611.0
0.008,1.57,1053.0,7850.0,163.09,1901.0
0.0093,0.61,119.3,116.0,71.46,730.0
0.0082,5.34,1500.0,19610.0,332.84,339.0
0.00795,2.0,1495.0,13720.0,57.42,2058.0
0.0082,5.37,1505.0,13720.0,137.89,752.0
0.00622,0.91,2698.0,10343.0,149.87,3918.0
0.00805,10.94,1508.0,13720.0,197.8,322.0
0.00585,6.0,5003.0,11760.0,259.3,940.0
0.00578,3.0,1493.0,14710.0,179.46,790.0
0.008,1.0,3451.1,14808.0,292.24,2540.6
0.0082,5.34,1010.0,19610.0,302.85,296.0
0.00932,3.048,957.5,7067.1,260.18,886.478
0.01075,4.0,2749.0,15690.0,300.86,962.0
0.0082,5.34,1010.0,17650.0,260.24,361.0
0.00578,2.0,5019.0,9800.0,97.83,3605.0
0.01075,5.0,2039.0,11760.0,279.51,664.0
0.00394,1.04,939.0,2138.0,60.27,1771.0
0.0104,3.8,608.3,11790.0,170.17,710.0
0.00811,3.66,506.7,13990.0,236.04,361.0
0.00384,1.549,3958.0,7840.0,260.22,1580.0
0.008,0.78,1594.0,7850.0,148.91,3567.0
0.00787,3.0,1000.0,14710.0,300.05,486.0
0.00811,3.66,1999.7,9980.0,300.85,632.0
0.00581,1.0,1499.0,17650.0,218.17,1775.0
0.0108,3.0,1996.0,5880.0,260.68,1407.0
0.01,1.0,478.0,13720.0,100.6,1732.0
0.008,0.393,4732.0,490.0,67.46,7203.0
0.0048,1.8,2805.6,9810.0,232.41,1280.0
0.01075,6.0,1010.0,5880.0,260.28,548.0
0.0078,7.0,2772.0,17650.0,261.28,677.0
0.012,1.2,300.0,294.0,60.0,1320.0
0.00811,4.0,2532.2,14020.0,326.91,517.0
0.00803,3.0,2041.0,13720.0,300.99,690.0
0.01,1.75,776.0,971.0,85.51,1515.0
0.00578,2.0,3176.0,9800.0,280.43,1280.0
0.008,0.243,4011.0,480.0,72.16,8439.0
0.0131,1.75,986.0,3305.0,51.67,2979.0
0.0131,3.0,877.0,1363.0,45.66,1496.0
0.00801,3.0,2000.0,13730.0,149.97,1400.0
0.00811,2.0,1998.5,3010.0,133.28,2583.0
0.00785,1.0,456.8,7100.0,59.68,1956.0
0.00796,1.0,4000.0,6860.0,83.1,6660.0
0.0104,3.8,2211.1,14710.0,299.5,744.0
0.00811,3.0,1254.8,5010.0,253.59,984.0
0.008,1.0,99.0,904.0,70.62,435.0
0.00622,0.91,2685.0,10343.0,207.13,3309.0
0.0134,3.658,2044.2,15642.0,276.77,1084.6
0.0131,1.75,711.0,2932.0,45.57,2422.0
0.011,6.0,2190.0,12750.0,310.68,447.0
0.00801,1.002,502.0,9810.0,63.7,1870.0
0.00585,5.0,5003.0,9800.0,178.58,1395.0
0.0108,3.0,1514.0,11760.0,217.43,1166.0
0.01075,4.0,2030.0,9800.0,298.91,710.0
0.0108,3.0,1000.0,19620.0,320.74,484.0
0.00776,3.12,744.0,785.0,127.58,577.0
0.00782,3.0,4000.0,9900.0,224.36,1696.0
0.00776,2.08,640.0,1314.0,119.58,1000.0
0.0101,0.6,246.0,216.0,42.01,1414.0
0.008,1.0,2013.0,6860.0,149.13,3340.0
0.00781,3.0,1027.0,13630.0,126.67,958.0
0.00811,2.0,1250.9,10010.0,300.91,878.0
0.00578,2.0,3441.0,13720.0,36.94,3384.0
0.00811,3.0,3018.6,13970.0,326.9,739.0
0.01,2.0,406.0,12000.0,103.18,949.0
0.01,2.0,5025.0,8000.0,223.95,2753.0
0.00578,2.0,3441.0,17650.0,97.06,3198.0
0.00998,1.5,275.0,6963.0,91.76,1036.0
0.00771,6.0,1982.0,13930.0,256.11,520.0
0.0108,2.0,1001.0,17650.0,280.98,817.0
0.00778,6.0,3979.0,7160.0,95.09,1680.0
0.00393,1.5,1748.0,3040.0,86.78,2076.0
0.0104,3.8,2219.4,19620.0,268.19,1100.0
0.0108,2.0,1083.0,17650.0,280.39,864.0
0.008,0.79,983.0,4900.0,195.0,3126.0
0.0141,0.991,2034.0,11029.0,245.97,2889.6
0.0078,7.0,1502.0,17650.0,322.14,256.0
0.01,2.0,397.0,11760.0,98.04,930.0
0.00807,0.778,2205.0,7840.0,123.88,4600.0
0.008,1.57,2195.0,12750.0,249.92,1636.0
0.0108,1.0,1993.0,6860.0,241.16,2936.0
0.00951,1.73,2130.6,6870.0,174.71,2618.0
0.01,2.0,721.0,18000.0,150.68,1062.0
0.008,0.393,4810.0,1510.0,78.04,8670.0
0.0108,1.0,1523.0,6860.0,119.03,3721.0
0.0113,1.829,682.1,10363.0,252.05,1072.6
0.00811,3.66,1002.9,16000.0,247.77,538.0
0.0131,2.0,756.0,1285.0,44.2,2034.0
0.00393,1.5,3580.0,7100.0,66.87,3120.0
0.0108,2.0,1495.0,5880.0,199.35,2221.0
0.00785,1.0,2004.0,9710.0,188.65,2900.0
0.008,0.393,4682.0,2620.0,107.72,8687.0
0.00578,2.0,3441.0,11760.0,238.96,1559.0
0.00607,0.79,7462.0,14700.0,290.87,4525.0
0.008,0.78,3260.0,2940.0,212.21,4238.0
0.00585,5.0,3359.0,19610.0,301.73,694.0
0.00578,2.0,1493.0,7840.0,198.59,1354.0
0.0102,2.438,2779.8,6893.0,127.46,2807.6
0.008,0.393,4870.0,1520.0,105.73,7586.0
0.008,5.03,2709.0,14700.0,240.71,886.0
0.00578,3.0,3314.0,11760.0,279.51,914.0
0.0134,3.658,2035.8,8673.0,233.77,1467.9
0.01075,6.0,499.0,5880.0,200.91,411.0
0.01,2.5,478.0,2383.0,85.55,1039.0
0.00932,3.048,4242.3,18029.8,298.45,1898.424
0.006,1.0,99.0,405.0,59.78,318.0
0.0078,6.0,4008.0,9810.0,264.77,970.0
0.01,4.966,3717.0,14000.0,235.26,1392.0
0.00578,2.0,1493.0,14710.0,117.56,1354.0
0.011,6.0,980.0,12750.0,188.79,532.0
0.0051,2.6,4000.0,11790.0,255.22,1175.0
0.015,5.22,674.0,6750.0,238.83,719.0
0.01,2.0,835.0,13720.0,107.05,1465.0
0.01,2.0,619.0,19610.0,108.63,912.0
0.00996,0.96,1095.0,1785.0,112.13,3526.0
0.00585,4.0,4972.0,7840.0,97.76,2181.0
0.008,1.0,503.0,6860.0,138.13,1990.0
0.008,1.57,3978.0,14700.0,311.31,1773.0
0.00801,3.0,500.0,9810.0,160.22,616.0
0.00776,2.08,531.0,1687.0,115.32,967.0
0.0108,3.0,995.0,15690.0,280.71,675.0
0.008,1.57,3239.0,7850.0,250.07,2153.0
0.008,2.0,4979.0,17700.0,341.92,1755.0
0.0131,2.0,433.0,1765.0,34.73,1463.0
0.00999,0.6,416.0,2540.0,54.39,3448.0
0.00795,2.0,2004.0,13720.0,197.86,1721.0
0.00394,3.12,846.0,2687.0,57.74,645.0
0.0074,3.8,5529.0,9800.0,293.89,1174.0
0.0095,1.84,4117.5,15169.0,286.11,2284.22
0.00607,0.79,2199.0,7850.0,285.09,2206.0
0.01,1.0,462.0,12000.0,101.99,1887.0
0.0077,2.6,1426.0,14710.0,275.6,755.0
0.008,1.6,3202.0,14700.0,301.07,1556.0
0.00998,3.0,1892.0,6963.0,132.78,2019.0
0.00581,1.0,1499.0,14710.0,218.78,1718.0
0.008,0.78,1597.0,14700.0,321.25,1257.0
0.00475,0.318,4264.0,13720.0,302.96,4005.0
0.012,1.44,500.0,294.0,60.0,1650.0
0.0131,2.0,776.0,1138.0,41.72,2024.0
0.006,0.68,140.7,101.3,27.8,591.0
0.01,1.0,538.0,667.0,69.28,1980.0
0.00951,1.73,4055.6,6870.0,214.97,2710.0
0.0128,1.93,1925.5,6895.0,73.96,3375.4
0.00585,5.0,1499.0,6860.0,260.16,497.0
0.00781,3.0,1033.0,9810.0,218.26,845.0
0.00953,3.048,5491.8,6964.0,234.45,2063.1
0.01,1.0,917.0,15690.0,120.39,2699.0
0.00993,2.08,620.0,726.0,83.07,1093.0
0.0108,3.0,1001.0,6860.0,140.24,1435.0
0.008,0.99,1007.0,6860.0,220.99,2160.0
0.00799,1.0,1001.0,9810.0,143.17,2470.0
0.0131,3.0,879.0,1275.0,44.78,1488.0
0.00802,1.57,1612.0,7840.0,265.05,1600.0
0.004,0.991,271.8,100.0,21.08,568.0
0.0082,5.34,2299.0,11760.0,298.8,490.0
0.00798,6.0,1504.8,16010.0,247.0,467.0
0.01,2.0,1575.0,12000.0,123.87,2176.0
0.00795,2.0,2004.0,9800.0,158.26,1965.0
0.0151,6.0,1418.0,14710.0,239.72,703.0
0.01,2.0,1100.0,3040.0,39.43,2516.0
0.00393,1.5,3287.6,5100.0,70.4,3145.0
0.011,6.0,988.0,9800.0,249.71,472.0
0.01,4.966,2638.0,10000.0,215.43,1164.0
0.01,2.0,3325.0,10000.0,220.06,2408.0
0.00803,3.0,2014.0,11760.0,281.64,839.0
0.008,3.5,4035.0,4005.0,176.87,1966.0
0.01,2.0,973.0,9800.0,113.55,1782.0
0.008,2.23,1620.0,17700.0,260.27,1062.0
0.008,3.49,2004.0,14710.0,256.02,845.0
0.0128,0.914,1912.0,10343.0,276.49,2217.7
